SchoolID,ClassID,Subject,StudentID,QuestionID,Question, Reference,Answer,Student Score,Max Score,Year
AS,10C,Biology,S003,Q1,តើអាមីបរស់នៅកន្លែងណា ?វាបង្កជំងឺអ្វី?,"អាមីបរស់នៅកន្លែងដូចជាស្ទឹងបឹងអូរត្រពាំងទន្លេទឹកជ្រោះ។
វាបង្កជំងឺដូចជា
ជំងឺរាគមួល
ធ្វើឲ្យយើងចុកពោះដោយផឹកទឹកមិនស្អាត",អាមីបរស់នៅកន្លែងសើម វាបង្កជំងឺរាគមួលនិងឡើងកន្ទួលក្រហមលើស្បែក,6,8,2026
AS,10C,Biology,S003,Q2,តើគេចែកប្រូទីសជាប៉ុន្មានក្រុម?អ្វីខ្លះ? ,"ប្រូទីសសត្វចែកជា 4 ក្រុមតាមរបៀបរស់នៅនឹងផ្លាស់ទីរបស់វា 
+ប្រូតូសូអ៊ែផ្លាស់ទីដោយជើងបញ្ឆោត: អាមីប
+ប្រូតូសូអ៊ែផ្លាស់ទីដោយផ្លាសែល : សាឌីយ៉ា
+ប្រូតូសូអ៊ែបន្តពូជតាមរយ:ស្ប៉ :ស្ប៉រ៉ូសូអ៊ែ។","គេចែកប្រូទីសសត្វជា 4 ក្រុមដូចជា 
-អាមីប 
-ភ្នាសសុីតូប្លាស
-ប៉ារ៉ាមេសុី
-ប្លាសែន",8,8,2026
AS,10C,Biology,S003,Q3,តើផ្សិតមានរូបរាងខុសៗគ្នាអាស្រ័យនឹងអ្វី? ស្រូបសារធាតុចិញ្ចឹមតាមរយៈអ្វី?,ផ្សិតមានរូបរាងខុសៗគ្នាអាស្រ័យនឹងការតម្រៀបអុីបរបស់វា។ផ្សិតស្រូបសារធាតុចិញ្ចឹមតាមរយ:អុីបដែលដុះចូលទៅក្នុងប្រភពអាហារ។, ផ្សិតមានរូបរាងខុសៗគ្នាអាស្រ័យលើការតម្រៀបអុីបរបស់វា។ហើយវាស្រូបសារធាតុចិញ្ចឹមតាមរយៈអុីបក្រោមដីទៅក្នុងបំពង់អាហារ។,8,10,2026
AS,10C,Biology,S003,Q4,ចូរប្រៀបធៀបលក្ខណៈខុសគ្នានៃផ្សិត និងរុក្ខជាតិ។,"លក្ខណៈខុសគ្នានៃផ្សិតនិងរុក្ខជាតិ
+ផ្សិត 
-ផ្សិតបន្តពូជតាមរយៈស្ប៉
-ផ្សិតមិនធ្វើរស្មីសំយោគ
-អុីប
-វារស់នៅកន្លែងសើម
+រុក្ខជាតិ
-បន្តពូជដោយគ្រាប់
-វាត្រូវការធ្វើរស្មីសំយោគ
-វារស់នៅកន្លែងដែលមានពន្លឺ","លក្ខណៈខុសគ្នានៃផ្សិតនិងរុក្ខជាតិ
+ផ្សិត 
-ផ្សិតបន្តពូជតាមរយៈស្ប៉
-ផ្សិតមិនធ្វើរស្មីសំយោគ
-អុីប
-វារស់នៅកន្លែងសើម
+រុក្ខជាតិ
-បន្តពូជដោយគ្រាប់
-វាត្រូវការធ្វើរស្មីសំយោគ
-វារស់នៅកន្លែងដែលមានពន្លឺ",10,12,2026
AS,10C,Biology,S003,Q5,តើដំណាក់កាលទាំងពីរនៃវដ្ដជីវីតរបស់រុក្ខជាតិមានអ្វីខ្លះ? ចូររៀបរាប់។,"ដំណាក់កាល ទាំងពីរនៃវដ្ដជីវិតរបស់រុក្ខជាតិមាន 
- ដំណាក់កាលស្ប៉រ៉ូភីត គឺជារុក្ខជាតិផលិតស្ប៉។ វាជាកោសិកាតូចៗដែលអាចលូតលាស់ជាសារពាង្គកាយថ្មី 
-ស្ប៉លូតលាស់ក្នុងដំណាក់កាលផ្សេងទៀតនៃរុក្ខជាតិ ហៅថាកាម៉ែតូភីត។ ក្នុងដំណាក់កាលនៃរុក្ខជាតិផលិតកោសិកាភេទពីរបែប គឺកាម៉ែតឈ្មោល និងកាម៉ែតញី ។ កាម៉ែតញី និង កាម៉ែតឈ្មោលលាយចូលគ្នា បង្កើតបានជាសុីកូត។ បន្ទាប់មកទៀត សុីកូតលូតលាស់ទៅជាស្ប៉រ៉ូភីត។ស្ប៉រ៉ូភីតផលិតស្ប៉លូតលាស់ក្នុងកាម៉ែតូភីត កាម៉ែតូភីតផលិតកាម៉ែតញី និងកាម៉ែតឈ្មោល ហើយវដ្ដផ្ដើមសារជាថ្មី។","រុក្ខជាតិមានវដ្ដជីវិតសាំញុំរួមមាន២ ដំណាក់កាលគឺ ស្ប៉រ៉ូភីត និង កាម៉ែតូភីត
-ស្ប៉រ៉ូភីត គឺជា រុក្ខជាតិផលិតស្ប៉ ។ វាជាកោសិកាតូចៗដែលអាចលូតលាស់ជាសារពាង្គកាយថ្មី។
-កាម៉ែតូភីត គឺជាស្ប៉លូតលាស់ក្នុងដំណាក់កាលមួយនៃរុក្ខជាតិ។វាបង្កើតបានជាភេទ ២ គឺកាម៉ែតញី និង កាម៉ែតឈ្មោល ។",12,15,2026
AS,10C,Biology,S004,Q1,តើអាមីបរស់នៅកន្លែងណា ?វាបង្កជំងឺអ្វី?,"អាមីបរស់នៅកន្លែងដូចជាស្ទឹងបឹងអូរត្រពាំងទន្លេទឹកជ្រោះ។
វាបង្កជំងឺដូចជា
ជំងឺរាគមួល
ធ្វើឲ្យយើងចុកពោះដោយផឹកទឹកមិនស្អាត",អាមីបរស់នៅកន្លែងសើម វាបង្កជំងឺរាគមួលនិងឡើងកន្ទួលក្រហមលើស្បែក,7,8,2026
AS,10C,Biology,S004,Q2,តើគេចែកប្រូទីសជាប៉ុន្មានក្រុម?អ្វីខ្លះ? ,"ប្រូទីសសត្វចែកជា 4 ក្រុមតាមរបៀបរស់នៅនឹងផ្លាស់ទីរបស់វា 
+ប្រូតូសូអ៊ែផ្លាស់ទីដោយជើងបញ្ឆោត: អាមីប
+ប្រូតូសូអ៊ែផ្លាស់ទីដោយផ្លាសែល : សាឌីយ៉ា
+ប្រូតូសូអ៊ែបន្តពូជតាមរយ:ស្ប៉ :ស្ប៉រ៉ូសូអ៊ែ។","គេចែកប្រូទីសសត្វជា 4 ក្រុមដូចជា 
-អាមីប 
-ភ្នាសសុីតូប្លាស
-ប៉ារ៉ាមេសុី
-ប្លាសែន",6,8,2026
AS,10C,Biology,S004,Q3,តើផ្សិតមានរូបរាងខុសៗគ្នាអាស្រ័យនឹងអ្វី? ស្រូបសារធាតុចិញ្ចឹមតាមរយៈអ្វី?,ផ្សិតមានរូបរាងខុសៗគ្នាអាស្រ័យនឹងការតម្រៀបអុីបរបស់វា។ផ្សិតស្រូបសារធាតុចិញ្ចឹមតាមរយ:អុីបដែលដុះចូលទៅក្នុងប្រភពអាហារ។, ផ្សិតមានរូបរាងខុសៗគ្នាអាស្រ័យលើការតម្រៀបអុីបរបស់វា។ហើយវាស្រូបសារធាតុចិញ្ចឹមតាមរយៈអុីបក្រោមដីទៅក្នុងបំពង់អាហារ។,4,10,2026
AS,10C,Biology,S004,Q4,ចូរប្រៀបធៀបលក្ខណៈខុសគ្នានៃផ្សិត និងរុក្ខជាតិ។,"លក្ខណៈខុសគ្នានៃផ្សិតនិងរុក្ខជាតិ
+ផ្សិត 
-ផ្សិតបន្តពូជតាមរយៈស្ប៉
-ផ្សិតមិនធ្វើរស្មីសំយោគ
-អុីប
-វារស់នៅកន្លែងសើម
+រុក្ខជាតិ
-បន្តពូជដោយគ្រាប់
-វាត្រូវការធ្វើរស្មីសំយោគ
-វារស់នៅកន្លែងដែលមានពន្លឺ","លក្ខណៈខុសគ្នានៃផ្សិតនិងរុក្ខជាតិ
+ផ្សិត 
-ផ្សិតបន្តពូជតាមរយៈស្ប៉
-ផ្សិតមិនធ្វើរស្មីសំយោគ
-អុីប
-វារស់នៅកន្លែងសើម
+រុក្ខជាតិ
-បន្តពូជដោយគ្រាប់
-វាត្រូវការធ្វើរស្មីសំយោគ
-វារស់នៅកន្លែងដែលមានពន្លឺ",11,12,2026
AS,10C,Biology,S004,Q5,តើដំណាក់កាលទាំងពីរនៃវដ្ដជីវីតរបស់រុក្ខជាតិមានអ្វីខ្លះ? ចូររៀបរាប់។,"ដំណាក់កាល ទាំងពីរនៃវដ្ដជីវិតរបស់រុក្ខជាតិមាន 
- ដំណាក់កាលស្ប៉រ៉ូភីត គឺជារុក្ខជាតិផលិតស្ប៉។ វាជាកោសិកាតូចៗដែលអាចលូតលាស់ជាសារពាង្គកាយថ្មី 
-ស្ប៉លូតលាស់ក្នុងដំណាក់កាលផ្សេងទៀតនៃរុក្ខជាតិ ហៅថាកាម៉ែតូភីត។ ក្នុងដំណាក់កាលនៃរុក្ខជាតិផលិតកោសិកាភេទពីរបែប គឺកាម៉ែតឈ្មោល និងកាម៉ែតញី ។ កាម៉ែតញី និង កាម៉ែតឈ្មោលលាយចូលគ្នា បង្កើតបានជាសុីកូត។ បន្ទាប់មកទៀត សុីកូតលូតលាស់ទៅជាស្ប៉រ៉ូភីត។ស្ប៉រ៉ូភីតផលិតស្ប៉លូតលាស់ក្នុងកាម៉ែតូភីត កាម៉ែតូភីតផលិតកាម៉ែតញី និងកាម៉ែតឈ្មោល ហើយវដ្ដផ្ដើមសារជាថ្មី។","រុក្ខជាតិមានវដ្ដជីវិតសាំញុំរួមមាន២ ដំណាក់កាលគឺ ស្ប៉រ៉ូភីត និង កាម៉ែតូភីត
-ស្ប៉រ៉ូភីត គឺជា រុក្ខជាតិផលិតស្ប៉ ។ វាជាកោសិកាតូចៗដែលអាចលូតលាស់ជាសារពាង្គកាយថ្មី។
-កាម៉ែតូភីត គឺជាស្ប៉លូតលាស់ក្នុងដំណាក់កាលមួយនៃរុក្ខជាតិ។វាបង្កើតបានជាភេទ ២ គឺកាម៉ែតញី និង កាម៉ែតឈ្មោល ។",8,15,2026
AS,10C,Biology,S005,Q1,តើអាមីបរស់នៅកន្លែងណា ?វាបង្កជំងឺអ្វី?,"អាមីបរស់នៅកន្លែងដូចជាស្ទឹងបឹងអូរត្រពាំងទន្លេទឹកជ្រោះ។
វាបង្កជំងឺដូចជា
ជំងឺរាគមួល
ធ្វើឲ្យយើងចុកពោះដោយផឹកទឹកមិនស្អាត",អាមីបរស់នៅកន្លែងសើម វាបង្កជំងឺរាគមួលនិងឡើងកន្ទួលក្រហមលើស្បែក,6,8,2026
AS,10C,Biology,S005,Q2,តើគេចែកប្រូទីសជាប៉ុន្មានក្រុម?អ្វីខ្លះ? ,"ប្រូទីសសត្វចែកជា 4 ក្រុមតាមរបៀបរស់នៅនឹងផ្លាស់ទីរបស់វា 
+ប្រូតូសូអ៊ែផ្លាស់ទីដោយជើងបញ្ឆោត: អាមីប
+ប្រូតូសូអ៊ែផ្លាស់ទីដោយផ្លាសែល : សាឌីយ៉ា
+ប្រូតូសូអ៊ែបន្តពូជតាមរយ:ស្ប៉ :ស្ប៉រ៉ូសូអ៊ែ។","គេចែកប្រូទីសសត្វជា 4 ក្រុមដូចជា 
-អាមីប 
-ភ្នាសសុីតូប្លាស
-ប៉ារ៉ាមេសុី
-ប្លាសែន",5,8,2026
AS,10C,Biology,S005,Q3,តើផ្សិតមានរូបរាងខុសៗគ្នាអាស្រ័យនឹងអ្វី? ស្រូបសារធាតុចិញ្ចឹមតាមរយៈអ្វី?,ផ្សិតមានរូបរាងខុសៗគ្នាអាស្រ័យនឹងការតម្រៀបអុីបរបស់វា។ផ្សិតស្រូបសារធាតុចិញ្ចឹមតាមរយ:អុីបដែលដុះចូលទៅក្នុងប្រភពអាហារ។, ផ្សិតមានរូបរាងខុសៗគ្នាអាស្រ័យលើការតម្រៀបអុីបរបស់វា។ហើយវាស្រូបសារធាតុចិញ្ចឹមតាមរយៈអុីបក្រោមដីទៅក្នុងបំពង់អាហារ។,4,10,2026
AS,10C,Biology,S005,Q4,ចូរប្រៀបធៀបលក្ខណៈខុសគ្នានៃផ្សិត និងរុក្ខជាតិ។,"លក្ខណៈខុសគ្នានៃផ្សិតនិងរុក្ខជាតិ
+ផ្សិត 
-ផ្សិតបន្តពូជតាមរយៈស្ប៉
-ផ្សិតមិនធ្វើរស្មីសំយោគ
-អុីប
-វារស់នៅកន្លែងសើម
+រុក្ខជាតិ
-បន្តពូជដោយគ្រាប់
-វាត្រូវការធ្វើរស្មីសំយោគ
-វារស់នៅកន្លែងដែលមានពន្លឺ","លក្ខណៈខុសគ្នានៃផ្សិតនិងរុក្ខជាតិ
+ផ្សិត 
-ផ្សិតបន្តពូជតាមរយៈស្ប៉
-ផ្សិតមិនធ្វើរស្មីសំយោគ
-អុីប
-វារស់នៅកន្លែងសើម
+រុក្ខជាតិ
-បន្តពូជដោយគ្រាប់
-វាត្រូវការធ្វើរស្មីសំយោគ
-វារស់នៅកន្លែងដែលមានពន្លឺ",12,12,2026
AS,10C,Biology,S005,Q5,តើដំណាក់កាលទាំងពីរនៃវដ្ដជីវីតរបស់រុក្ខជាតិមានអ្វីខ្លះ? ចូររៀបរាប់។,"ដំណាក់កាល ទាំងពីរនៃវដ្ដជីវិតរបស់រុក្ខជាតិមាន 
- ដំណាក់កាលស្ប៉រ៉ូភីត គឺជារុក្ខជាតិផលិតស្ប៉។ វាជាកោសិកាតូចៗដែលអាចលូតលាស់ជាសារពាង្គកាយថ្មី 
-ស្ប៉លូតលាស់ក្នុងដំណាក់កាលផ្សេងទៀតនៃរុក្ខជាតិ ហៅថាកាម៉ែតូភីត។ ក្នុងដំណាក់កាលនៃរុក្ខជាតិផលិតកោសិកាភេទពីរបែប គឺកាម៉ែតឈ្មោល និងកាម៉ែតញី ។ កាម៉ែតញី និង កាម៉ែតឈ្មោលលាយចូលគ្នា បង្កើតបានជាសុីកូត។ បន្ទាប់មកទៀត សុីកូតលូតលាស់ទៅជាស្ប៉រ៉ូភីត។ស្ប៉រ៉ូភីតផលិតស្ប៉លូតលាស់ក្នុងកាម៉ែតូភីត កាម៉ែតូភីតផលិតកាម៉ែតញី និងកាម៉ែតឈ្មោល ហើយវដ្ដផ្ដើមសារជាថ្មី។","រុក្ខជាតិមានវដ្ដជីវិតសាំញុំរួមមាន២ ដំណាក់កាលគឺ ស្ប៉រ៉ូភីត និង កាម៉ែតូភីត
-ស្ប៉រ៉ូភីត គឺជា រុក្ខជាតិផលិតស្ប៉ ។ វាជាកោសិកាតូចៗដែលអាចលូតលាស់ជាសារពាង្គកាយថ្មី។
-កាម៉ែតូភីត គឺជាស្ប៉លូតលាស់ក្នុងដំណាក់កាលមួយនៃរុក្ខជាតិ។វាបង្កើតបានជាភេទ ២ គឺកាម៉ែតញី និង កាម៉ែតឈ្មោល ។",13,15,2026
AS,10C,Biology,S006,Q1,តើអាមីបរស់នៅកន្លែងណា ?វាបង្កជំងឺអ្វី?,"អាមីបរស់នៅកន្លែងដូចជាស្ទឹងបឹងអូរត្រពាំងទន្លេទឹកជ្រោះ។
វាបង្កជំងឺដូចជា
ជំងឺរាគមួល
ធ្វើឲ្យយើងចុកពោះដោយផឹកទឹកមិនស្អាត",អាមីបរស់នៅកន្លែងសើម។វាបង្កជំងឺដូចជា រាគមួល និង ឡើងកន្ទួលក្រហមលើស្បែក។,6,8,2026
AS,10C,Biology,S006,Q2,តើគេចែកប្រូទីសជាប៉ុន្មានក្រុម?អ្វីខ្លះ? ,"ប្រូទីសសត្វចែកជា 4 ក្រុមតាមរបៀបរស់នៅនឹងផ្លាស់ទីរបស់វា 
+ប្រូតូសូអ៊ែផ្លាស់ទីដោយជើងបញ្ឆោត: អាមីប
+ប្រូតូសូអ៊ែផ្លាស់ទីដោយផ្លាសែល : សាឌីយ៉ា
+ប្រូតូសូអ៊ែបន្តពូជតាមរយ:ស្ប៉ :ស្ប៉រ៉ូសូអ៊ែ។","គេចែកប្រូទីសជា 4 ក្រុមដូចជា 
-អាមីប
-ភ្នាសសុីតូប្លាស
-ប៉ារ៉ាមេសុី
-ប្លាសសែល",5,8,2026
AS,10C,Biology,S006,Q3,តើផ្សិតមានរូបរាងខុសៗគ្នាអាស្រ័យនឹងអ្វី? ស្រូបសារធាតុចិញ្ចឹមតាមរយៈអ្វី?,ផ្សិតមានរូបរាងខុសៗគ្នាអាស្រ័យនឹងការតម្រៀបអុីបរបស់វា។ផ្សិតស្រូបសារធាតុចិញ្ចឹមតាមរយ:អុីបដែលដុះចូលទៅក្នុងប្រភពអាហារ។,ផ្សិតមានរូបរាងខុសៗ គ្នាអាស្រ័យទៅនឹងការតម្រៀបអុីបរបស់វា។ផ្សិតស្រូបយកសារធាតុចិញ្ចឹមតាមរយ:អុីបក្រោមដិទៅក្នុងបំពង់អាហារ។,9,10,2026
AS,10C,Biology,S006,Q4,ចូរប្រៀបធៀបលក្ខណៈខុសគ្នានៃផ្សិត និងរុក្ខជាតិ។,"លក្ខណៈខុសគ្នានៃផ្សិតនិងរុក្ខជាតិ
+ផ្សិត 
-ផ្សិតបន្តពូជតាមរយៈស្ប៉
-ផ្សិតមិនធ្វើរស្មីសំយោគ
-អុីប
-វារស់នៅកន្លែងសើម
+រុក្ខជាតិ
-បន្តពូជដោយគ្រាប់
-វាត្រូវការធ្វើរស្មីសំយោគ
-វារស់នៅកន្លែងដែលមានពន្លឺ","លក្ខណៈខុសគ្នានៃផ្សិតនិងរុក្ខជាតិ
+ផ្សិត 
-ផ្សិតបន្តពូជតាមរយៈស្ប៉
-ផ្សិតមិនធ្វើរស្មីសំយោគ
-អុីប
-វារស់នៅកន្លែងសើម
+រុក្ខជាតិ
-បន្តពូជដោយគ្រាប់
-វាត្រូវការធ្វើរស្មីសំយោគ
-វារស់នៅកន្លែងដែលមានពន្លឺ",8,12,2026
